IDENTIFIER,GRAMMAR_PATTERN,CONTEXT
simple fn ty,NM NM N,DECLARATION
sin rot w,NM NM N,DECLARATION
size guess,NM N,DECLARATION
size per span,N P N,DECLARATION
source index,NM N,DECLARATION
source ty,NM N,DECLARATION
src file info,NM NM N,DECLARATION
src start idx,NM NM N,DECLARATION
ssl creds,NM NPL,DECLARATION
static rect,NM N,DECLARATION
status file,NM N,DECLARATION
step size,NM N,DECLARATION
step x,NM N,DECLARATION
str args,NM NPL,DECLARATION
stream headers,NM NPL,DECLARATION
sub start,NM N,DECLARATION
supported style,NM N,DECLARATION
sz joint ranges,NM NM NPL,DECLARATION
tab overlap,NM N,DECLARATION
tagged resources,NM NPL,DECLARATION
target chars,NM NPL,DECLARATION
temp attrs,NM NPL,DECLARATION
text chopped 2,N NM D,DECLARATION
thread array size,NM NM N,DECLARATION
tmp vec,NM N,DECLARATION
to xyz,P N,DECLARATION
token data,NM N,DECLARATION
token store typed data,NM NM NM N,DECLARATION
token type s,NM NM N,DECLARATION
tranched loss after,NM N P,DECLARATION
transform unique id,NM NM N,DECLARATION
trim parse trees,V NM NPL,DECLARATION
tune treebank,NM N,DECLARATION
txt alias,NM N,DECLARATION
ui index,NM N,DECLARATION
update area,NM N,DECLARATION
use mat dirs,V NM NPL,DECLARATION
utc timestamp ms,NM NM NPL,DECLARATION
v proj axis,NM NM N,DECLARATION
v tok,NM N,DECLARATION
val size,NM N,DECLARATION
value count string,NM NM N,DECLARATION
value x,NM N,DECLARATION
var args,NM NPL,DECLARATION
vary fields,NM NPL,DECLARATION
verification over time,N P N,DECLARATION
wait until,V P,DECLARATION
wat id,NM N,DECLARATION
win error,NM N,DECLARATION
within vertically,P VM,DECLARATION
worst score,NM N,DECLARATION
wrapper class,NM N,DECLARATION
x 2,N D,DECLARATION
x distance,NM N,DECLARATION
add bezier curve,V NM N,FUNCTION
add log to stream,V N P N,FUNCTION
add object index,V NM N,FUNCTION
add ordered list,V NM N,FUNCTION
add unicode script codes to names,V NM NM NPL P NPL,FUNCTION
adjusted gradient,NM N,FUNCTION
after channel,P N,FUNCTION
all open files string,DT NM NM N,FUNCTION
append python style escaped code point,V NM N NM NM N,FUNCTION
append sequence,V N,FUNCTION
apply margin insets,V NM NPL,FUNCTION
ares expand name for response,PRE V N P N,FUNCTION
argb subtract row c,N V NM N,FUNCTION
assign lexer token types,V NM NM NPL,FUNCTION
aud sound envelope,PRE NM N,FUNCTION
b3 push profile timing,PRE V NM N,FUNCTION
biggest constructor,NM N,FUNCTION
binary search bytes,NM N NPL,FUNCTION
bke lattice index flip,PRE NM N V,FUNCTION
bli str r strip,PRE N VM V,FUNCTION
build group query,V NM N,FUNCTION
build lexer rule actions,V NM NM NPL,FUNCTION
calc lut,V N,FUNCTION
check gl support,V NM N,FUNCTION
check not interface,V VM N,FUNCTION
check not local,V VM N,FUNCTION
check sign,V N,FUNCTION
check t,V N,FUNCTION
check writeable,V NM,FUNCTION
choose document,V N,FUNCTION
class annotations,NM NPL,FUNCTION
clear active id,V NM N,FUNCTION
compare inverse and forward dynamics,V NM CJ NM NPL,FUNCTION
context url list,NM NM N,FUNCTION
convert to php namespace,V P NM N,FUNCTION
create duplicate change id,V NM NM N,FUNCTION
create in indices,V NM NPL,FUNCTION
create metadata array,V NM N,FUNCTION
create sub buffer,V NM N,FUNCTION
current slide,NM N,FUNCTION
curves,NPL,FUNCTION
declare component,V N,FUNCTION
deep stub,NM N,FUNCTION
delete,V,FUNCTION
delete input,V N,FUNCTION
determine strictness,V N,FUNCTION
dialog info update,NM N V,FUNCTION
dividend discount mother,NM NM N,FUNCTION
do forward,V V,FUNCTION
do install status,V NM N,FUNCTION
do login entry,V NM N,FUNCTION
do print after,V V P,FUNCTION
dump cemd cmd,V NM N,FUNCTION
dump core map to string builder,V NM N P NM N,FUNCTION
dump frame buffer formats,V NM NM NPL,FUNCTION
dynamic table index,NM NM N,FUNCTION
effective style,NM N,FUNCTION
emit address,V N,FUNCTION
enable background opacity,V NM N,FUNCTION
enable materials,V NPL,FUNCTION
expand headers from request,V NPL P N,FUNCTION
extract component,V N,FUNCTION
extract raw type of,V NM NM P,FUNCTION
fence,N,FUNCTION
find hashable base type,V NM NM N,FUNCTION
find source subdir,V NM N,FUNCTION
float,N,FUNCTION
follow component,V N,FUNCTION
format display name,V NM N,FUNCTION
from byte buffers,P NM NPL,FUNCTION
generate service descriptor property,V NM NM N,FUNCTION
get actual values,V NM NPL,FUNCTION
get artificial op prec rule,V NM NM NM N,FUNCTION
get binary side,V NM N,FUNCTION
get commit id,V NM N,FUNCTION
get completed,V NM,FUNCTION
get constant reference for protocol descriptor,V NM N P NM N,FUNCTION
get controller transform,V NM N,FUNCTION
get default atlasing attributes,V NM NM NPL,FUNCTION
get default install state,V NM NM N,FUNCTION
get diffuse colour,V NM N,FUNCTION
get display path,V NM N,FUNCTION
get dmf header,V NM N,FUNCTION
get error listeners,V NM NPL,FUNCTION
get failure timestamp,V NM N,FUNCTION
get id for name,V N P N,FUNCTION
get initial window size,V NM NM N,FUNCTION
get item type descriptor,V NM NM N,FUNCTION
get jf,V N,FUNCTION
get leftmost descendant,V NM N,FUNCTION
get longitude,V N,FUNCTION
get max shingle diff,V NM NM N,FUNCTION
get meta index,V NM N,FUNCTION
get msg send super ty,V NM NM NM N,FUNCTION
get number of transitions,V N P NPL,FUNCTION
get operations reads,V NM NPL,FUNCTION
get phrase 1,V N D,FUNCTION
get pid no exceptions,V N DT NPL,FUNCTION
get plane point,V NM N,FUNCTION
get raw arguments,V NM NPL,FUNCTION
get red adjust 2,V NM N D,FUNCTION
get related view data row double,V NM NM NM N NM,FUNCTION
get top border size,V NM NM N,FUNCTION
get working directory,V NM N,FUNCTION
get xcr 0,V N D,FUNCTION
gimp canvas rectangle set property,PRE NM N V N,FUNCTION
gimp devices check change,PRE NPL V V,FUNCTION
gimp eraser default,PRE N NM,FUNCTION
gimp filter tool set gyroscope,PRE NM N V N,FUNCTION
gimp image file get thumbnail,PRE NM N V N,FUNCTION
gimp param drawable id init,PRE NM NM N V,FUNCTION
gimp selection tool class init,PRE NM NM N V,FUNCTION
gimp status bar progress canceled,PRE NM NM N V,FUNCTION
gimp value set int32 array,PRE N V NM N,FUNCTION
gimp wire compare,PRE N V,FUNCTION
global scope,NM N,FUNCTION
gpencil primitive modal,NM NM N,FUNCTION
grpc chttp2 mark stream writable,PRE PRE V N NM,FUNCTION
grpc json writer value string,PRE NM NM NM N,FUNCTION
grpc sock addr make wildcards,PRE NM N V NPL,FUNCTION
handle if,V CJ,FUNCTION
has composite op,V NM N,FUNCTION
has view relative texture coordinate generation,V NM NM NM NM N,FUNCTION
ico load layer,PRE V N,FUNCTION
is blocked by shutdown,V V P N,FUNCTION
imb stereo3d read interlace,PRE NM V N,FUNCTION
in scc,P N,FUNCTION
inflation leg npv,NM NM N,FUNCTION
init for group,V P N,FUNCTION
initialize dual graph,V NM N,FUNCTION
is android,V N,FUNCTION
is canon,V N,FUNCTION
is conscrypt preferred,V N V,FUNCTION
is dependency changed,V N V,FUNCTION
is generic type disambiguating token,V NM NM NM N,FUNCTION
is stdlib module,V NM N,FUNCTION
is sum supported,V N V,FUNCTION
is valid trailing closure,V NM NM N,FUNCTION
keep readability only on descendants,V NM VM P NPL,FUNCTION
last gradient,NM N,FUNCTION
layer get composite mode invoker,NM V NM NM N,FUNCTION
lower boundary factor,NM NM N,FUNCTION
make html table,V NM N,FUNCTION
mark as fetching,V P V,FUNCTION
match by ip,V P N,FUNCTION
matches any parent categories,V DT NM NPL,FUNCTION
max draw buffers,NM NM NPL,FUNCTION
maximize all,V DT,FUNCTION
metadata snapshot,NM N,FUNCTION
new exchange,NM N,FUNCTION
next unassigned,NM NM,FUNCTION
nla invert combine value,NM V NM N,FUNCTION
node find output by name,N V N P N,FUNCTION
notify touch down,V NM N,FUNCTION
null passed to verify no more interactions,N V P V VM DT NPL,FUNCTION
nulls ok,NPL NM,FUNCTION
object with to string,N P P N,FUNCTION
of to binary,PRE P N,FUNCTION
on group call key sent,P NM NM N NM,FUNCTION
on implies,P V,FUNCTION
optimize identity cast composition,V NM NM N,FUNCTION
order with,V P,FUNCTION
palette poll,N V,FUNCTION
parent pairs,NM NPL,FUNCTION
parse attribute def,V NM N,FUNCTION
parse expires,V NPL,FUNCTION
parse max age,V NM N,FUNCTION
path with native separators,N P NM NPL,FUNCTION
png do strip channel,NM V V N,FUNCTION
png get row bytes,NM V NM NPL,FUNCTION
png get rows,NM V NPL,FUNCTION
png get unknown chunks,NM V NM NPL,FUNCTION
png init palette transformations,NM V NM NPL,FUNCTION
png read idat data,NM V NM N,FUNCTION
pnm load raw pfm,NM V NM N,FUNCTION
presentation start from first,N V P NM,FUNCTION
process helper,NM N,FUNCTION
push reset later,V N VM,FUNCTION
pybullet compute view matrix,PRE V NM N,FUNCTION
read element text span,V NM NM N,FUNCTION
read pass,V N,FUNCTION
read response,V N,FUNCTION
read subframe,V N,FUNCTION
read text file,V NM N,FUNCTION
read white space,V NM N,FUNCTION
reapply filter,V N,FUNCTION
register with volatility spread,V P NM N,FUNCTION
remap nearest neighbor,V NM N,FUNCTION
remove imported parent contexts,V NM NM NPL,FUNCTION
render result exr file end,V NM NM NM N,FUNCTION
render text,V N,FUNCTION
report no setter found,V DT N V,FUNCTION
repress ref at loc,V N P N,FUNCTION
require client auth,V NM N,FUNCTION
reset meta class cache,V NM NM N,FUNCTION
reset token stats,V NM NPL,FUNCTION
resize linear open cv,V NM NM N,FUNCTION
resize nearest neighbor,V NM N,FUNCTION
rgb 2 rgb565,N P N,FUNCTION
rgbx 2 bgrx,N P N,FUNCTION
run methods,V NPL,FUNCTION
sanitize path,V N,FUNCTION
saturated cast,NM N,FUNCTION
save as quadratic png,V P NM N,FUNCTION
send serial config,V NM N,FUNCTION
send string,V N,FUNCTION
session config,NM N,FUNCTION
set add faces points,V V NM NPL,FUNCTION
set canonical mention begin,V NM NM N,FUNCTION
set custom uniform 1 f,V NM N D NM,FUNCTION
set destructor callback,V NM N,FUNCTION
set display index,V NM N,FUNCTION
set extra interfaces,V NM NPL,FUNCTION
set frame pen,V NM N,FUNCTION
set invert,V N,FUNCTION
set layer texture name,V NM NM N,FUNCTION
set project naming strategy,V NM NM N,FUNCTION
set tiling,V N,FUNCTION
setup bounding box vertices,V NM NM NPL,FUNCTION
sha256 hash,NM N,FUNCTION
shader data to shader globals,NM NPL P NM NPL,FUNCTION
silk bw expander 32,NM NM N D,FUNCTION
simulate gc,V N,FUNCTION
skip whitespace and commas,V N CJ NPL,FUNCTION
speaker,N,FUNCTION
split argument list,V NM N,FUNCTION
sqlite3 session config,PRE N V,FUNCTION
sqlite3 walk expr list,PRE V NM N,FUNCTION
start matched count dec,V NM N V,FUNCTION
status icon,NM N,FUNCTION
stmt close,N V,FUNCTION
str array len,NM NM N,FUNCTION
strip left recursion,V NM N,FUNCTION
stroke attribute alpha get,NM NM N V,FUNCTION
target started,N V,FUNCTION
tegra morph init,PRE N V,FUNCTION
tessellate to mesh,V P N,FUNCTION
throw provision exception if errors exist,V NM N CJ NPL V,FUNCTION
tiff current tile,NM NM N,FUNCTION
tiff get size proc,NM V NM N,FUNCTION
tool view position,NM NM N,FUNCTION
training examples,NM NPL,FUNCTION
transform path,V N,FUNCTION
two factor response,NM NM N,FUNCTION
uncompress if needed,V CJ V,FUNCTION
unload textures,V NPL,FUNCTION
unpack texture blend func,V NM NM N,FUNCTION
update mouse pos,V NM N,FUNCTION
url from json,N P N,FUNCTION
v url encode,PRE N V,FUNCTION
validate class rules,V NM NPL,FUNCTION
validate public static void methods,V NM NM NM NPL,FUNCTION
verification started,N V,FUNCTION
verifier get mapping,N V N,FUNCTION
visit sil argument,V NM N,FUNCTION
widget destroyed,N V,FUNCTION
with charset,P N,FUNCTION
with cms leg rule,P NM NM N,FUNCTION
with market rate accuracy,P NM NM N,FUNCTION
with rate bound,P NM N,FUNCTION
with web socket upgrade,P NM NM N,FUNCTION
worker thread wait,NM N V,FUNCTION
world to screen,N P N,FUNCTION
wrap if not thread safe,V CJ VM NM N,FUNCTION
write node materials,V NM NPL,FUNCTION
write tcp data,V NM N,FUNCTION
x tilt,NM N,FUNCTION
a pos,PRE N,PARAMETER
abs deadline n sec value,NM NM NM NM N,PARAMETER
accelerometer data,NM N,PARAMETER
accepting tasks,NM NPL,PARAMETER
addr,N,PARAMETER
all factors,DT NPL,PARAMETER
alt name,NM N,PARAMETER
alternative cache name,NM NM N,PARAMETER
ambient coefficient,NM N,PARAMETER
animations data,NM NPL,PARAMETER
app id,NM N,PARAMETER
arg mismatch stubbings,NM NM NPL,PARAMETER
array class,NM N,PARAMETER
array struct value,NM NM N,PARAMETER
assigns,NPL,PARAMETER
auth result,NM N,PARAMETER
b d c,NM NM N,PARAMETER
b flip horizontally,PRE V VM,PARAMETER
b multi fullscreen,PRE NM N,PARAMETER
backprop training,NM N,PARAMETER
bibliography type,NM N,PARAMETER
block nr,NM N,PARAMETER
bone positions,NM NPL,PARAMETER
bound port,NM N,PARAMETER
breaker consumer,NM N,PARAMETER
bridged value fun arg,NM NM NM N,PARAMETER
brush hatch,NM N,PARAMETER
buf num,NM N,PARAMETER
build context,NM N,PARAMETER
build time minor,NM NM N,PARAMETER
built url,NM N,PARAMETER
byte array view,NM NM N,PARAMETER
c problem,NM N,PARAMETER
cache file,NM N,PARAMETER
call id,NM N,PARAMETER
cause matcher,NM N,PARAMETER
child statement,NM N,PARAMETER
classfile buffer,NM N,PARAMETER
cmd str,NM N,PARAMETER
code point to,NM N P,PARAMETER
color map,NM N,PARAMETER
comparison value,NM N,PARAMETER
concrete follower indices,NM NM NPL,PARAMETER
connection state,NM N,PARAMETER
content type string,NM NM N,PARAMETER
convex shapes,NM NPL,PARAMETER
current invocation,NM N,PARAMETER
current median,NM N,PARAMETER
current prefix,NM N,PARAMETER
current root,NM N,PARAMETER
curvatures height,NM N,PARAMETER
d mat,NM N,PARAMETER
data point method,NM NM N,PARAMETER
default,N,PARAMETER
default auto entry,NM NM N,PARAMETER
default mat x,NM NM N,PARAMETER
default open,NM N,PARAMETER
default role,NM N,PARAMETER
dep h,NM N,PARAMETER
desktop size,NM N,PARAMETER
dest points,NM NPL,PARAMETER
destroy with parent,V P N,PARAMETER
discount factor,NM N,PARAMETER
dispose,N,PARAMETER
do caps,V NPL,PARAMETER
docking area,NM N,PARAMETER
down sample,NM N,PARAMETER
driver type name,NM NM N,PARAMETER
dst map 2,NM N D,PARAMETER
echo path change,V NM N,PARAMETER
edit length,NM N,PARAMETER
encoded values,NM N,PARAMETER
end snapshot,NM N,PARAMETER
env name,NM N,PARAMETER
eps,N,PARAMETER
err ret,NM N,PARAMETER
esa,N,PARAMETER
excess workload,NM N,PARAMETER
existing symlink,NM N,PARAMETER
f tolerance,NM N,PARAMETER
file channel,NM N,PARAMETER
final response,NM N,PARAMETER
fine priority,NM N,PARAMETER
first type label,NM NM N,PARAMETER
flags classifier pair,NM NM N,PARAMETER
folder names,NM NPL,PARAMETER
force direct,V N,PARAMETER
frame,N,PARAMETER
frame pixel coords,NM NM NPL,PARAMETER
from server,P N,PARAMETER
full path,NM N,PARAMETER
func,N,PARAMETER
gauss lobatto eps,NM NM N,PARAMETER
get protocol method,NM NM N,PARAMETER
group role attribute,NM NM N,PARAMETER
grouping,N,PARAMETER
handle pos,NM N,PARAMETER
highlighter,N,PARAMETER
html file,NM N,PARAMETER
http2 error code,NM NM N,PARAMETER
i ar e,NM NM N,PARAMETER
i var initializer,NM NM N,PARAMETER
id a,NM N,PARAMETER
import g,NM N,PARAMETER
in,N,PARAMETER
in buffer,NM N,PARAMETER
inbound,NM,PARAMETER
index tensor,NM N,PARAMETER
inner angle,NM N,PARAMETER
institution,N,PARAMETER
int hex string,NM NM N,PARAMETER
ios,N,PARAMETER
is friend,V N,PARAMETER
is v,V NM,PARAMETER
is vaild,V NM,PARAMETER
key,N,PARAMETER
key frame 2,NM N D,PARAMETER
l b layer,NM NM N,PARAMETER
label op,NM N,PARAMETER
label pair,NM N,PARAMETER
labels,NPL,PARAMETER
labels file,NM N,PARAMETER
learned lop expert weights 2 d,NM NM NM NPL D N,PARAMETER
led color,NM N,PARAMETER
len r,NM N,PARAMETER
light dim,NM N,PARAMETER
line index mask len,NM NM NM N,PARAMETER
literal bucket,NM N,PARAMETER
locking,V,PARAMETER
lp binary path name,PRE NM NM N,PARAMETER
mapped color,NM N,PARAMETER
max intermediate cas,NM NM NPL,PARAMETER
max requests per host,NM NPL P N,PARAMETER
max scale f,NM NM N,PARAMETER
media chunk index,NM NM N,PARAMETER
method name prefixes,NM NM NPL,PARAMETER
min error,NM N,PARAMETER
min fresh,NM N,PARAMETER
min fresh seconds,NM NM NPL,PARAMETER
mkt factors,NM NPL,PARAMETER
mock creation settings,NM NM NPL,PARAMETER
n layers,NM NPL,PARAMETER
n shininess,NM N,PARAMETER
n vector,NM N,PARAMETER
named writeables,NM NPL,PARAMETER
new field type,NM NM N,PARAMETER
new files,NM NPL,PARAMETER
new verification mode,NM NM N,PARAMETER
next func,NM N,PARAMETER
next line,NM N,PARAMETER
nullable class,NM N,PARAMETER
num active contexts,NM NM NPL,PARAMETER
num factors,NM NPL,PARAMETER
num files,NM NPL,PARAMETER
num keys,NM NPL,PARAMETER
number str,NM N,PARAMETER
on connect,P N,PARAMETER
operator method decls,NM NM NPL,PARAMETER
ordered invocations,NM NPL,PARAMETER
original set,NM N,PARAMETER
out buf,NM N,PARAMETER
out table,NM N,PARAMETER
outer rule,NM N,PARAMETER
output array,NM N,PARAMETER
overlap,N,PARAMETER
own flags,NM NPL,PARAMETER
p global info 32,PRE NM N D,PARAMETER
packet sample count,NM NM N,PARAMETER
palette size,NM N,PARAMETER
parameter assignment,NM N,PARAMETER
parent field,NM N,PARAMETER
parent had big change,N V NM N,PARAMETER
parsing,V,PARAMETER
pass machine instructions,NM NM NPL,PARAMETER
pem key,NM N,PARAMETER
pen loaded,N V,PARAMETER
pi hash,PRE N,PARAMETER
point index,NM N,PARAMETER
polling log,NM N,PARAMETER
pre map,P N,PARAMETER
previous index,NM N,PARAMETER
previous initial value,NM NM N,PARAMETER
previous is valid,N V NM,PARAMETER
print label flag,NM NM N,PARAMETER
print t,V N,PARAMETER
progressive,N,PARAMETER
project file,NM N,PARAMETER
projects dir,NM N,PARAMETER
promises,NPL,PARAMETER
pronoun,N,PARAMETER
property interval set,NM NM N,PARAMETER
put watch request,NM NM N,PARAMETER
query timeout in ms,NM N P NPL,PARAMETER
question ast,NM N,PARAMETER
r,N,PARAMETER
radius,N,PARAMETER
random walk,NM N,PARAMETER
rate pointer,NM N,PARAMETER
read operation,NM N,PARAMETER
reader flags,NM NPL,PARAMETER
referee set map,NM NM N,PARAMETER
reference range,NM N,PARAMETER
refresh metric,NM N,PARAMETER
relative contrast,NM N,PARAMETER
remote cluster names,NM NM NPL,PARAMETER
res width,NM N,PARAMETER
reserve fn,NM N,PARAMETER
resume,V,PARAMETER
retain function,NM N,PARAMETER
rets,NPL,PARAMETER
return path,NM N,PARAMETER
rot axis,NM N,PARAMETER
rotation per second,N P N,PARAMETER
runner factory,NM N,PARAMETER
save dual cells,V NM NPL,PARAMETER
scene node type name,NM NM NM N,PARAMETER
search profile results,NM NM NPL,PARAMETER
secondary range,NM N,PARAMETER
separator color,NM N,PARAMETER
server list,NM N,PARAMETER
set protocol method,NM NM N,PARAMETER
settings,NPL,PARAMETER
sibling info,NM N,PARAMETER
size contents,NM NPL,PARAMETER
size on first use,N P NM N,PARAMETER
sorted indices buf,NM NM N,PARAMETER
speech in,NM N,PARAMETER
src gradient,NM N,PARAMETER
start dirs,NM NPL,PARAMETER
start slot,NM N,PARAMETER
start up fix cost,NM NM NM N,PARAMETER
status file,NM N,PARAMETER
strength,N,PARAMETER
subroutine slot name,NM NM N,PARAMETER
super method,NM N,PARAMETER
supplier class,NM N,PARAMETER
suppress file,V N,PARAMETER
table 2 id,N D N,PARAMETER
target,N,PARAMETER
tbl index,NM N,PARAMETER
tex id,NM N,PARAMETER
the invocation,DT N,PARAMETER
tick freq,NM N,PARAMETER
time range,NM N,PARAMETER
timeout task,NM N,PARAMETER
times to append last matcher,NPL P V NM N,PARAMETER
token within action,N P N,PARAMETER
top dir,NM N,PARAMETER
typed array,NM N,PARAMETER
underlying fx correlation,NM NM N,PARAMETER
undiscounted amount,NM N,PARAMETER
usage,N,PARAMETER
use shadows 1,V NPL D,PARAMETER
use tabs,V NPL,PARAMETER
utf8 size,NM N,PARAMETER
validate on,V P,PARAMETER
waiting list,NM N,PARAMETER
want x,V N,PARAMETER
will return last parameter,V V NM N,PARAMETER
word lemma tag,NM NM N,PARAMETER
wrapped verification,NM N,PARAMETER
write root,V N,PARAMETER
y in,NM N,PARAMETER
yield mvs,NM NPL,PARAMETER
z p i,NM NM N,PARAMETER
z probs,NM NPL,PARAMETER
zoom x y,NM N N,PARAMETER
open social_class tags,NM NM NPL,DECLARATION
open socio-economic_class tags,NM NM NPL,DECLARATION
clear class tags,NM NM NPL,DECLARATION
open_air class tags,NM NM NPL,DECLARATION
surface class tags,NM NM NPL,DECLARATION
with rate boundary,P NM N,FUNCTION
with rate edge,P NM N,FUNCTION
with rate limit,P NM N,FUNCTION
with rate leap,P NM N,FUNCTION
with rate leaping,P NM N,FUNCTION
with rate spring,P NM N,FUNCTION
with rate saltation,P NM N,FUNCTION
with rate bounce,P NM N,FUNCTION
with charge_per_unit bound,P NM N,FUNCTION
with pace bound,P NM N,FUNCTION
index_number data,NM NPL,ATTRIBUTE
indicant data,NM NPL,ATTRIBUTE
indicator data,NM NPL,ATTRIBUTE
exponent data,NM NPL,ATTRIBUTE
power data,NM NPL,ATTRIBUTE
index_finger data,NM NPL,ATTRIBUTE
forefinger data,NM NPL,ATTRIBUTE
stroke attribute alpha acquire,NM NM N V,FUNCTION
stroke attribute alpha become,NM NM N V,FUNCTION
stroke attribute alpha go,NM NM N V,FUNCTION
